Actual;Prediction;SHAP Supporting Fidelity;SHAP Contrary Fidelity;LIME Supporting Fidelity;LIME Contrary Fidelity
77;57.291336;1.;0.;1.;0.
6;10.018168;1.;0.;1.;0.
7;-51.719448;1.;0.;1.;0.
774;633.9996;1.;0.;1.;0.
91;128.97289;1.;0.;1.;0.
492;511.68298;1.;0.;1.;0.
70;59.951862;1.;0.;1.;0.
325;319.1916;1.;0.;1.;0.
101;64.47331;1.;0.;1.;0.
801;740.22485;1.;0.;1.;0.
60;74.65064;1.;0.;1.;0.
211;57.781345;1.;0.;1.;0.
76;101.11743;1.;0.;1.;0.
293;323.93982;1.;0.;1.;0.
157;86.92501;1.;0.;1.;0.
64;65.48839;1.;0.;1.;0.
4;-4.483867;1.;0.;1.;0.
216;230.44525;1.;0.;1.;0.
90;45.443485;1.;0.;1.;0.
297;332.94162;1.;0.;1.;0.
19;-10.307077;1.;0.;1.;0.
256;296.0775;1.;0.;1.;0.
64;74.43514;1.;0.;1.;0.
28;55.260143;1.;0.;1.;0.
6;13.018971;1.;0.;1.;0.
1;-5.1085596;1.;0.;1.;0.
50;107.1911;1.;0.;1.;0.
33;1.0779665;1.;0.;1.;0.
274;250.16309;1.;0.;1.;0.
21;65.34197;1.;0.;1.;0.
209;206.91048;1.;0.;1.;0.
153;125.15413;1.;0.;1.;0.
170;229.95755;1.;0.;1.;0.
153;183.40825;1.;0.;1.;0.
110;404.8612;1.;0.;1.;0.
5;-21.322792;1.;0.;1.;0.
12;-9.829076;1.;0.;1.;0.
441;291.60965;1.;0.;1.;0.
154;269.87607;1.;0.;1.;0.
6;-13.587702;1.;0.;1.;0.
208;144.7182;1.;0.;1.;0.
4;26.952055;1.;0.;1.;0.
17;26.347542;1.;0.;1.;0.
31;19.563951;1.;0.;1.;0.
146;73.33228;1.;0.;1.;0.
6;25.419474;1.;0.;1.;0.
397;364.25644;1.;0.;1.;0.
5;4.7376075;1.;0.;1.;0.
272;296.12766;1.;0.;1.;0.
131;199.25375;1.;0.;1.;0.
144;91.944824;1.;0.;1.;0.
126;206.36778;1.;0.;1.;0.
195;215.18896;1.;0.;1.;0.
197;222.12978;1.;0.;1.;0.
82;91.601135;1.;0.;1.;0.
11;18.05227;1.;0.;1.;0.
7;10.689012;1.;0.;1.;0.
26;22.772709;1.;0.;1.;0.
133;128.95915;1.;0.;1.;0.
97;142.32312;1.;0.;1.;0.
21;19.513935;1.;0.;1.;0.
383;283.5628;1.;0.;1.;0.
46;74.26489;1.;0.;1.;0.
272;278.93115;1.;0.;1.;0.
700;731.07227;1.;0.;1.;0.
137;215.12656;1.;0.;1.;0.
808;754.7606;1.;0.;1.;0.
195;200.6829;1.;0.;1.;0.
68;151.95158;1.;0.;1.;0.
246;209.63748;1.;0.;1.;0.
6;8.568818;1.;0.;1.;0.
64;76.62428;1.;0.;1.;0.
305;256.47095;1.;0.;1.;0.
252;306.09503;1.;0.;1.;0.
72;74.397995;1.;0.;1.;0.
260;298.78906;1.;0.;1.;0.
224;205.20023;1.;0.;1.;0.
151;134.52634;1.;0.;1.;0.
61;75.29672;1.;0.;1.;0.
684;675.3523;1.;0.;1.;0.
185;166.46773;1.;0.;1.;0.
62;36.702698;1.;0.;1.;0.
124;100.024216;1.;0.;1.;0.
174;186.40594;1.;0.;1.;0.
171;139.1421;1.;0.;1.;0.
62;66.84403;1.;0.;1.;0.
11;9.228378;1.;0.;1.;0.
95;142.47592;1.;0.;1.;0.
61;80.522644;1.;0.;1.;0.
67;83.66718;1.;0.;1.;0.
27;1.1557974;1.;0.;1.;0.
123;173.9371;1.;0.;1.;0.
198;127.03957;1.;0.;1.;0.
99;34.29192;1.;0.;1.;0.
6;10.790711;1.;0.;1.;0.
30;35.112095;1.;0.;1.;0.
214;171.5142;1.;0.;1.;0.
43;92.641365;1.;0.;1.;0.
218;250.2207;1.;0.;1.;0.
31;19.209003;1.;0.;1.;0.
14;-39.785206;1.;0.;1.;0.
203;206.58101;1.;0.;1.;0.
11;8.819774;1.;0.;1.;0.
321;314.83652;1.;0.;1.;0.
594;705.1878;1.;0.;1.;0.
201;222.96931;1.;0.;1.;0.
160;193.02383;1.;0.;1.;0.
278;311.91483;1.;0.;1.;0.
133;106.40115;1.;0.;1.;0.
275;200.62563;1.;0.;1.;0.
69;70.789795;1.;0.;1.;0.
20;17.30518;1.;0.;1.;0.
77;76.954506;1.;0.;1.;0.
56;96.08845;1.;0.;1.;0.
277;324.29605;1.;0.;1.;0.
28;-7.550256;1.;0.;1.;0.
91;35.557995;1.;0.;1.;0.
13;23.023424;1.;0.;1.;0.
11;-13.319456;1.;0.;1.;0.
86;53.066746;1.;0.;1.;0.
401;494.51974;1.;0.;1.;0.
347;371.50638;1.;0.;1.;0.
210;258.5226;1.;0.;1.;0.
164;269.81265;1.;0.;1.;0.
3;28.288574;1.;0.;1.;0.
98;122.114624;1.;0.;1.;0.
116;122.66792;1.;0.;1.;0.
434;620.9226;1.;0.;1.;0.
323;276.7369;1.;0.;1.;0.
65;66.48903;1.;0.;1.;0.
171;184.85617;1.;0.;1.;0.
284;363.6078;1.;0.;1.;0.
168;254.34985;1.;0.;1.;0.
457;421.5177;1.;0.;1.;0.
55;64.728806;1.;0.;1.;0.
4;1.8854752;1.;0.;1.;0.
25;111.94054;1.;0.;1.;0.
518;490.75418;1.;0.;1.;0.
312;319.5215;1.;0.;1.;0.
204;257.05695;1.;0.;1.;0.
248;190.67;1.;0.;1.;0.
56;67.204025;1.;0.;1.;0.
329;286.51297;1.;0.;1.;0.
283;304.00824;1.;0.;1.;0.
12;6.0723734;1.;0.;1.;0.
3;10.737614;1.;0.;1.;0.
99;131.23047;1.;0.;1.;0.
36;25.131134;1.;0.;1.;0.
17;0.56634367;1.;0.;1.;0.
4;-7.233731;1.;0.;1.;0.
27;36.420124;1.;0.;1.;0.
90;95.59138;1.;0.;1.;0.
267;219.74976;1.;0.;1.;0.
325;324.88556;1.;0.;1.;0.
179;158.90147;1.;0.;1.;0.
520;460.1863;1.;0.;1.;0.
1;-10.696657;1.;0.;1.;0.
331;339.6137;1.;0.;1.;0.
294;355.32498;1.;0.;1.;0.
37;57.153538;1.;0.;1.;0.
187;175.41182;1.;0.;1.;0.
7;-5.1605134;1.;0.;1.;0.
228;185.40517;1.;0.;1.;0.
515;542.9625;1.;0.;1.;0.
61;28.758972;1.;0.;1.;0.
385;383.80963;1.;0.;1.;0.
197;214.98523;1.;0.;1.;0.
5;7.279484;1.;0.;1.;0.
217;233.94252;1.;0.;1.;0.
193;229.01419;1.;0.;1.;0.
223;187.2213;1.;0.;1.;0.
242;192.95119;1.;0.;1.;0.
2;17.500402;1.;0.;1.;0.
53;60.037437;1.;0.;1.;0.
54;66.2716;1.;0.;1.;0.
141;192.49248;1.;0.;1.;0.
189;167.10693;1.;0.;1.;0.
161;139.40245;1.;0.;1.;0.
380;421.56384;1.;0.;1.;0.
229;290.52762;1.;0.;1.;0.
44;-3.0521467;1.;0.;1.;0.
150;171.70189;1.;0.;1.;0.
287;328.03363;1.;0.;1.;0.
2;29.717875;1.;0.;1.;0.
116;82.658195;1.;0.;1.;0.
176;41.465435;1.;0.;1.;0.
626;409.84402;1.;0.;1.;0.
12;5.6925454;1.;0.;1.;0.
106;84.27689;1.;0.;1.;0.
34;31.695993;1.;0.;1.;0.
586;567.835;1.;0.;1.;0.
668;669.6514;1.;0.;1.;0.
256;271.3093;1.;0.;1.;0.
6;17.793703;1.;0.;1.;0.
532;546.4114;1.;0.;1.;0.
45;30.586197;1.;0.;1.;0.
42;40.897263;1.;0.;1.;0.
332;332.4713;1.;0.;1.;0.
11;17.84153;1.;0.;1.;0.
165;213.5877;1.;0.;1.;0.
18;9.027673;1.;0.;1.;0.
231;244.39696;1.;0.;1.;0.
14;22.281464;1.;0.;1.;0.
80;110.15228;1.;0.;1.;0.
149;249.31772;1.;0.;1.;0.
408;441.21188;1.;0.;1.;0.
633;631.87164;1.;0.;1.;0.
2;19.219088;1.;0.;1.;0.
2;16.24581;1.;0.;1.;0.
1;21.760323;1.;0.;1.;0.
14;17.154457;1.;0.;1.;0.
255;207.93329;1.;0.;1.;0.
576;593.4497;1.;0.;1.;0.
154;151.1428;1.;0.;1.;0.
182;181.84192;1.;0.;1.;0.
64;55.355015;1.;0.;1.;0.
228;235.25272;1.;0.;1.;0.
271;232.3077;1.;0.;1.;0.
6;-11.549573;1.;0.;1.;0.
169;119.84872;1.;0.;1.;0.
7;37.968605;1.;0.;1.;0.
258;216.51076;1.;0.;1.;0.
116;139.01323;1.;0.;1.;0.
189;254.82925;1.;0.;1.;0.
446;452.1235;1.;0.;1.;0.
5;-40.07795;1.;0.;1.;0.
68;102.34996;1.;0.;1.;0.
18;13.901875;1.;0.;1.;0.
93;23.721737;1.;0.;1.;0.
410;343.26004;1.;0.;1.;0.
33;-8.465645;1.;0.;1.;0.
177;232.27774;1.;0.;1.;0.
28;42.768234;1.;0.;1.;0.
33;81.094086;1.;0.;1.;0.
141;281.8176;1.;0.;1.;0.
264;336.6272;1.;0.;1.;0.
306;370.99713;1.;0.;1.;0.
392;481.44565;1.;0.;1.;0.
84;113.6536;1.;0.;1.;0.
312;392.92334;1.;0.;1.;0.
116;165.07327;1.;0.;1.;0.
190;110.33446;1.;0.;1.;0.
171;161.44635;1.;0.;1.;0.
9;30.686028;1.;0.;1.;0.
5;44.812798;1.;0.;1.;0.
320;327.2925;1.;0.;1.;0.
353;347.33914;1.;0.;1.;0.
11;-53.51713;1.;0.;1.;0.
50;63.80298;1.;0.;1.;0.
421;206.4372;1.;0.;1.;0.
307;306.61346;1.;0.;1.;0.
148;200.50394;1.;0.;1.;0.
93;452.88437;1.;0.;1.;0.
6;58.530704;1.;0.;1.;0.
328;378.64175;1.;0.;1.;0.
70;107.01443;1.;0.;1.;0.
153;179.25192;1.;0.;1.;0.
331;332.8101;1.;0.;1.;0.
175;164.36859;1.;0.;1.;0.
59;55.440037;1.;0.;1.;0.
350;424.75806;1.;0.;1.;0.
139;109.518265;1.;0.;1.;0.
301;269.15945;1.;0.;1.;0.
769;723.81555;1.;0.;1.;0.
24;13.106043;1.;0.;1.;0.
12;-23.106611;1.;0.;1.;0.
89;93.70535;1.;0.;1.;0.
337;416.138;1.;0.;1.;0.
198;215.37242;1.;0.;1.;0.
5;-22.674107;1.;0.;1.;0.
187;148.41391;1.;0.;1.;0.
185;162.58665;1.;0.;1.;0.
3;15.893435;1.;0.;1.;0.
118;116.74187;1.;0.;1.;0.
28;18.014164;1.;0.;1.;0.
11;18.56;1.;0.;1.;0.
240;122.14614;1.;0.;1.;0.
4;-3.7976723;1.;0.;1.;0.
110;122.421074;1.;0.;1.;0.
482;504.87772;1.;0.;1.;0.
479;464.1078;1.;0.;1.;0.
180;209.22185;1.;0.;1.;0.
208;205.10538;1.;0.;1.;0.
11;15.692499;1.;0.;1.;0.
396;363.43698;1.;0.;1.;0.
449;400.12735;1.;0.;1.;0.
20;16.20485;1.;0.;1.;0.
258;264.50092;1.;0.;1.;0.
319;309.8894;1.;0.;1.;0.
151;185.14966;1.;0.;1.;0.
42;34.454678;1.;0.;1.;0.
112;58.38955;1.;0.;1.;0.
750;677.16833;1.;0.;1.;0.
184;189.9445;1.;0.;1.;0.
18;23.08233;1.;0.;1.;0.
280;249.65067;1.;0.;1.;0.
877;818.2084;1.;0.;1.;0.
231;248.51437;1.;0.;1.;0.
233;28.175995;1.;0.;1.;0.
617;724.0675;1.;0.;1.;0.
34;10.540477;1.;0.;1.;0.
326;322.06512;1.;0.;1.;0.
331;346.90793;1.;0.;1.;0.
177;196.44023;1.;0.;1.;0.
4;27.517319;1.;0.;1.;0.
9;-2.9546742;1.;0.;1.;0.
15;81.94831;1.;0.;1.;0.
3;12.953006;1.;0.;1.;0.
502;472.78525;1.;0.;1.;0.
4;-40.149612;1.;0.;1.;0.
563;623.46387;1.;0.;1.;0.
91;95.984505;1.;0.;1.;0.
21;32.449326;1.;0.;1.;0.
196;192.40053;1.;0.;1.;0.
516;541.5407;1.;0.;1.;0.
569;517.882;1.;0.;1.;0.
33;12.8069725;1.;0.;1.;0.
71;57.58116;1.;0.;1.;0.
23;6.9670696;1.;0.;1.;0.
116;107.05402;1.;0.;1.;0.
69;81.23284;1.;0.;1.;0.
16;17.526875;1.;0.;1.;0.
289;283.03235;1.;0.;1.;0.
165;91.20617;1.;0.;1.;0.
702;652.06866;1.;0.;1.;0.
407;482.35297;1.;0.;1.;0.
6;25.126013;1.;0.;1.;0.
25;156.65349;1.;0.;1.;0.
292;286.67938;1.;0.;1.;0.
149;126.225525;1.;0.;1.;0.
198;198.48549;1.;0.;1.;0.
7;-44.224525;1.;0.;1.;0.
13;-2.4581347;1.;0.;1.;0.
87;83.39959;1.;0.;1.;0.
24;14.219886;1.;0.;1.;0.
140;105.828224;1.;0.;1.;0.
615;679.6213;1.;0.;1.;0.
8;0.5525205;1.;0.;1.;0.
354;367.9349;1.;0.;1.;0.
416;425.24313;1.;0.;1.;0.
20;-3.7148256;1.;0.;1.;0.
1;-0.13039637;1.;0.;1.;0.
236;215.49011;1.;0.;1.;0.
464;468.98804;1.;0.;1.;0.
188;126.816025;1.;0.;1.;0.
5;2.9449618;1.;0.;1.;0.
47;76.652916;1.;0.;1.;0.
445;405.1129;1.;0.;1.;0.
112;131.28206;1.;0.;1.;0.
7;22.204905;1.;0.;1.;0.
12;17.561079;1.;0.;1.;0.
313;357.0547;1.;0.;1.;0.
167;285.62402;1.;0.;1.;0.
201;166.31119;1.;0.;1.;0.
457;439.96878;1.;0.;1.;0.
76;39.676765;1.;0.;1.;0.
106;107.56566;1.;0.;1.;0.
218;215.02846;1.;0.;1.;0.
229;130.8274;1.;0.;1.;0.
163;208.37141;1.;0.;1.;0.
165;141.89195;1.;0.;1.;0.
203;116.51001;1.;0.;1.;0.
17;22.376402;1.;0.;1.;0.
850;825.6304;1.;0.;1.;0.
19;11.514046;1.;0.;1.;0.
198;166.72981;1.;0.;1.;0.
163;204.26804;1.;0.;1.;0.
351;367.68573;1.;0.;1.;0.
34;39.8305;1.;0.;1.;0.
19;-34.275723;1.;0.;1.;0.
182;208.47794;1.;0.;1.;0.
245;186.54575;1.;0.;1.;0.
76;39.564556;1.;0.;1.;0.
16;47.220898;1.;0.;1.;0.
28;37.577877;1.;0.;1.;0.
119;186.25046;1.;0.;1.;0.
120;118.70605;1.;0.;1.;0.
10;7.8361936;1.;0.;1.;0.
64;55.46856;1.;0.;1.;0.
103;109.17311;1.;0.;1.;0.
537;401.35547;1.;0.;1.;0.
21;-7.269528;1.;0.;1.;0.
132;65.81579;1.;0.;1.;0.
427;415.29758;1.;0.;1.;0.
436;300.4406;1.;0.;1.;0.
382;384.45053;1.;0.;1.;0.
320;286.67844;1.;0.;1.;0.
86;145.80939;1.;0.;1.;0.
90;142.25183;1.;0.;1.;0.
505;518.21967;1.;0.;1.;0.
41;57.855137;1.;0.;1.;0.
240;252.8675;1.;0.;1.;0.
193;185.61926;1.;0.;1.;0.
209;273.4765;1.;0.;1.;0.
7;29.887981;1.;0.;1.;0.
312;355.23407;1.;0.;1.;0.
198;250.47487;1.;0.;1.;0.
79;113.29807;1.;0.;1.;0.
3;-38.826916;1.;0.;1.;0.
305;365.66757;1.;0.;1.;0.
8;19.811821;1.;0.;1.;0.
54;3.2249942;1.;0.;1.;0.
224;290.99344;1.;0.;1.;0.
210;177.34041;1.;0.;1.;0.
153;138.27913;1.;0.;1.;0.
122;101.42115;1.;0.;1.;0.
596;689.5023;1.;0.;1.;0.
176;207.07942;1.;0.;1.;0.
145;161.84381;1.;0.;1.;0.
119;122.91624;1.;0.;1.;0.
39;23.625414;1.;0.;1.;0.
31;2.7867358;1.;0.;1.;0.
547;543.71893;1.;0.;1.;0.
5;-13.815145;1.;0.;1.;0.
812;770.97723;1.;0.;1.;0.
140;172.82831;1.;0.;1.;0.
273;262.96826;1.;0.;1.;0.
396;346.78955;1.;0.;1.;0.
200;133.66309;1.;0.;1.;0.
750;760.0296;1.;0.;1.;0.
73;136.3047;1.;0.;1.;0.
323;255.3663;1.;0.;1.;0.
217;204.86037;1.;0.;1.;0.
40;98.74834;1.;0.;1.;0.
69;-119.373344;1.;0.;1.;0.
30;58.833176;1.;0.;1.;0.
481;593.76105;1.;0.;1.;0.
218;158.40694;1.;0.;1.;0.
22;9.177942;1.;0.;1.;0.
15;54.682556;1.;0.;1.;0.
320;345.69382;1.;0.;1.;0.
86;52.37741;1.;0.;1.;0.
13;32.29509;1.;0.;1.;0.
455;381.77347;1.;0.;1.;0.
275;282.22397;1.;0.;1.;0.
12;-0.2890967;1.;0.;1.;0.
323;341.5026;1.;0.;1.;0.
313;217.57387;1.;0.;1.;0.
18;2.4886365;1.;0.;1.;0.
134;162.84972;1.;0.;1.;0.
217;264.31607;1.;0.;1.;0.
53;84.916245;1.;0.;1.;0.
229;61.117706;1.;0.;1.;0.
281;270.66534;1.;0.;1.;0.
563;561.2757;1.;0.;1.;0.
228;114.395256;1.;0.;1.;0.
457;166.13318;1.;0.;1.;0.
7;-5.870242;1.;0.;1.;0.
19;51.62859;1.;0.;1.;0.
317;414.6917;1.;0.;1.;0.
236;259.68195;1.;0.;1.;0.
30;27.23755;1.;0.;1.;0.
144;148.04634;1.;0.;1.;0.
331;359.22534;1.;0.;1.;0.
10;12.126598;1.;0.;1.;0.
31;42.68894;1.;0.;1.;0.
29;60.15039;1.;0.;1.;0.
49;76.26702;1.;0.;1.;0.
33;5.299254;1.;0.;1.;0.
185;250.34659;1.;0.;1.;0.
172;203.2969;1.;0.;1.;0.
293;235.63597;1.;0.;1.;0.
10;-15.20697;1.;0.;1.;0.
223;244.42377;1.;0.;1.;0.
235;279.8448;1.;0.;1.;0.
3;-0.09514469;1.;0.;1.;0.
125;243.11066;1.;0.;1.;0.
157;116.17755;1.;0.;1.;0.
212;129.03105;1.;0.;1.;0.
317;286.47153;1.;0.;1.;0.
277;245.99146;1.;0.;1.;0.
84;89.08239;1.;0.;1.;0.
294;345.51712;1.;0.;1.;0.
6;21.381092;1.;0.;1.;0.
7;44.998333;1.;0.;1.;0.
525;381.95886;1.;0.;1.;0.
30;89.62198;1.;0.;1.;0.
11;19.10778;1.;0.;1.;0.
687;697.23303;1.;0.;1.;0.
69;60.746513;1.;0.;1.;0.
109;94.38968;1.;0.;1.;0.
614;391.89777;1.;0.;1.;0.
3;-16.686508;1.;0.;1.;0.
59;52.699574;1.;0.;1.;0.
185;208.85165;1.;0.;1.;0.
348;453.6308;1.;0.;1.;0.
58;48.623108;1.;0.;1.;0.
332;379.0609;1.;0.;1.;0.
13;13.308785;1.;0.;1.;0.
525;545.58093;1.;0.;1.;0.
93;111.05537;1.;0.;1.;0.
210;185.0837;1.;0.;1.;0.
135;196.92484;1.;0.;1.;0.
151;120.842255;1.;0.;1.;0.
376;432.23608;1.;0.;1.;0.
121;11.371487;1.;0.;1.;0.
141;139.35057;1.;0.;1.;0.
237;151.26567;1.;0.;1.;0.
11;-30.81461;1.;0.;1.;0.
206;140.09639;1.;0.;1.;0.
368;331.6905;1.;0.;1.;0.
267;311.54172;1.;0.;1.;0.
94;76.33701;1.;0.;1.;0.
225;227.37924;1.;0.;1.;0.
203;279.26627;1.;0.;1.;0.
462;459.32565;1.;0.;1.;0.
175;204.0646;1.;0.;1.;0.
4;7.5356345;1.;0.;1.;0.
694;591.0528;1.;0.;1.;0.
301;301.8199;1.;0.;1.;0.
126;135.57043;1.;0.;1.;0.
45;91.340515;1.;0.;1.;0.
637;677.8478;1.;0.;1.;0.
462;411.23593;1.;0.;1.;0.
680;686.64374;1.;0.;1.;0.
274;360.47437;1.;0.;1.;0.
57;59.68838;1.;0.;1.;0.
32;57.40436;1.;0.;1.;0.
642;491.5164;1.;0.;1.;0.
682;730.3238;1.;0.;1.;0.
353;278.0903;1.;0.;1.;0.
50;66.63975;1.;0.;1.;0.
141;70.278275;1.;0.;1.;0.
224;213.68497;1.;0.;1.;0.
335;348.48425;1.;0.;1.;0.
203;197.36444;1.;0.;1.;0.
177;177.37955;1.;0.;1.;0.
241;278.7694;1.;0.;1.;0.
3;31.839622;1.;0.;1.;0.
316;288.5379;1.;0.;1.;0.
11;23.427418;1.;0.;1.;0.
420;405.9613;1.;0.;1.;0.
29;14.9816;1.;0.;1.;0.
190;144.96797;1.;0.;1.;0.
7;-14.039999;1.;0.;1.;0.
34;30.012682;1.;0.;1.;0.
590;709.1452;1.;0.;1.;0.
1;30.866032;1.;0.;1.;0.
372;162.32526;1.;0.;1.;0.
285;346.73526;1.;0.;1.;0.
197;250.1942;1.;0.;1.;0.
54;11.142929;1.;0.;1.;0.
41;55.86067;1.;0.;1.;0.
276;262.65527;1.;0.;1.;0.
237;291.8097;1.;0.;1.;0.
228;186.30673;1.;0.;1.;0.
192;160.49767;1.;0.;1.;0.
292;209.12236;1.;0.;1.;0.
131;196.10828;1.;0.;1.;0.
523;476.8978;1.;0.;1.;0.
197;157.1881;1.;0.;1.;0.
69;123.53642;1.;0.;1.;0.
135;161.7024;1.;0.;1.;0.
21;-3.1110253;1.;0.;1.;0.
377;330.8553;1.;0.;1.;0.
249;261.5967;1.;0.;1.;0.
216;241.83995;1.;0.;1.;0.
18;-57.471077;1.;0.;1.;0.
184;132.70363;1.;0.;1.;0.
242;282.33;1.;0.;1.;0.
377;325.58487;1.;0.;1.;0.
177;156.874;1.;0.;1.;0.
79;8.257713;1.;0.;1.;0.
6;3.9638488;1.;0.;1.;0.
188;144.78502;1.;0.;1.;0.
63;34.76315;1.;0.;1.;0.
5;9.894916;1.;0.;1.;0.
174;189.75018;1.;0.;1.;0.
430;397.03378;1.;0.;1.;0.
116;485.54797;1.;0.;1.;0.
54;121.819244;1.;0.;1.;0.
13;5.5606394;1.;0.;1.;0.
221;260.26926;1.;0.;1.;0.
294;320.7975;1.;0.;1.;0.
275;267.71597;1.;0.;1.;0.
414;488.57153;1.;0.;1.;0.
69;144.15659;1.;0.;1.;0.
93;124.77664;1.;0.;1.;0.
53;85.75798;1.;0.;1.;0.
330;371.739;1.;0.;1.;0.
17;49.32058;1.;0.;1.;0.
235;257.41397;1.;0.;1.;0.
154;177.55217;1.;0.;1.;0.
29;134.97418;1.;0.;1.;0.
248;159.93828;1.;0.;1.;0.
16;44.79494;1.;0.;1.;0.
96;125.364174;1.;0.;1.;0.
360;317.01743;1.;0.;1.;0.
7;-15.615044;1.;0.;1.;0.
84;156.33308;1.;0.;1.;0.
8;38.924988;1.;0.;1.;0.
328;297.65128;1.;0.;1.;0.
103;186.61832;1.;0.;1.;0.
87;123.03983;1.;0.;1.;0.
131;101.66515;1.;0.;1.;0.
273;231.69594;1.;0.;1.;0.
233;273.78973;1.;0.;1.;0.
221;179.49118;1.;0.;1.;0.
340;297.28342;1.;0.;1.;0.
96;91.85416;1.;0.;1.;0.
93;79.895386;1.;0.;1.;0.
255;285.06522;1.;0.;1.;0.
23;64.86428;1.;0.;1.;0.
126;149.93262;1.;0.;1.;0.
156;207.74922;1.;0.;1.;0.
193;191.17311;1.;0.;1.;0.
5;9.648944;1.;0.;1.;0.
7;-6.2347026;1.;0.;1.;0.
331;343.51364;1.;0.;1.;0.
166;213.78789;1.;0.;1.;0.
211;208.87651;1.;0.;1.;0.
52;129.1683;1.;0.;1.;0.
5;9.632319;1.;0.;1.;0.
87;103.810394;1.;0.;1.;0.
28;26.853384;1.;0.;1.;0.
117;110.40495;1.;0.;1.;0.
839;728.9655;1.;0.;1.;0.
71;75.83411;1.;0.;1.;0.
55;32.96794;1.;0.;1.;0.
198;199.67278;1.;0.;1.;0.
357;398.35635;1.;0.;1.;0.
36;123.04395;1.;0.;1.;0.
88;121.91139;1.;0.;1.;0.
163;232.54327;1.;0.;1.;0.
22;26.486954;1.;0.;1.;0.
420;368.05057;1.;0.;1.;0.
164;150.97142;1.;0.;1.;0.
118;103.08529;1.;0.;1.;0.
76;104.94693;1.;0.;1.;0.
4;17.751774;1.;0.;1.;0.
5;7.0530596;1.;0.;1.;0.
206;233.9399;1.;0.;1.;0.
113;137.27512;1.;0.;1.;0.
10;6.526763;1.;0.;1.;0.
55;90.211815;1.;0.;1.;0.
1;-46.555832;1.;0.;1.;0.
11;44.594543;1.;0.;1.;0.
266;199.53288;1.;0.;1.;0.
21;20.556751;1.;0.;1.;0.
4;3.8662;1.;0.;1.;0.
487;442.36584;1.;0.;1.;0.
285;282.16473;1.;0.;1.;0.
552;573.8139;1.;0.;1.;0.
232;221.11061;1.;0.;1.;0.
136;101.804016;1.;0.;1.;0.
864;883.1957;1.;0.;1.;0.
9;9.715736;1.;0.;1.;0.
141;161.97415;1.;0.;1.;0.
596;580.985;1.;0.;1.;0.
138;179.32117;1.;0.;1.;0.
5;2.6184309;1.;0.;1.;0.
231;244.90506;1.;0.;1.;0.
72;108.156715;1.;0.;1.;0.
328;267.02576;1.;0.;1.;0.
6;-14.996165;1.;0.;1.;0.
209;313.92834;1.;0.;1.;0.
17;-1.9591045;1.;0.;1.;0.
235;241.39117;1.;0.;1.;0.
59;72.290184;1.;0.;1.;0.
5;-0.6173289;1.;0.;1.;0.
17;12.819844;1.;0.;1.;0.
5;15.382249;1.;0.;1.;0.
331;321.50058;1.;0.;1.;0.
53;54.883667;1.;0.;1.;0.
312;287.11893;1.;0.;1.;0.
173;68.59139;1.;0.;1.;0.
234;242.937;1.;0.;1.;0.
175;88.158325;1.;0.;1.;0.
616;555.55164;1.;0.;1.;0.
158;237.49373;1.;0.;1.;0.
8;5.582639;1.;0.;1.;0.
90;52.684887;1.;0.;1.;0.
220;207.6433;1.;0.;1.;0.
20;30.5181;1.;0.;1.;0.
220;197.02524;1.;0.;1.;0.
185;149.27705;1.;0.;1.;0.
602;573.8151;1.;0.;1.;0.
5;-3.0148282;1.;0.;1.;0.
6;1.5957935;1.;0.;1.;0.
17;19.411432;1.;0.;1.;0.
741;671.963;1.;0.;1.;0.
520;565.8082;1.;0.;1.;0.
435;452.06006;1.;0.;1.;0.
150;154.52737;1.;0.;1.;0.
488;448.33905;1.;0.;1.;0.
320;350.52655;1.;0.;1.;0.
138;193.45354;1.;0.;1.;0.
124;134.01515;1.;0.;1.;0.
160;141.84299;1.;0.;1.;0.
15;9.6219225;1.;0.;1.;0.
531;517.4229;1.;0.;1.;0.
480;506.2607;1.;0.;1.;0.
35;42.92669;1.;0.;1.;0.
5;3.501522;1.;0.;1.;0.
288;238.7163;1.;0.;1.;0.
781;786.8813;1.;0.;1.;0.
260;282.5252;1.;0.;1.;0.
42;50.22167;1.;0.;1.;0.
24;49.454113;1.;0.;1.;0.
40;20.06584;1.;0.;1.;0.
53;73.17402;1.;0.;1.;0.
92;76.46884;1.;0.;1.;0.
17;35.127422;1.;0.;1.;0.
130;71.46572;1.;0.;1.;0.
446;408.54813;1.;0.;1.;0.
5;17.96536;1.;0.;1.;0.
119;73.70535;1.;0.;1.;0.
5;13.288841;1.;0.;1.;0.
5;8.902382;1.;0.;1.;0.
192;278.21274;1.;0.;1.;0.
140;128.77844;1.;0.;1.;0.
6;17.603073;1.;0.;1.;0.
25;38.8851;1.;0.;1.;0.
165;138.9327;1.;0.;1.;0.
61;49.02976;1.;0.;1.;0.
50;-17.227726;1.;0.;1.;0.
3;-23.727453;1.;0.;1.;0.
4;-5.3573523;1.;0.;1.;0.
14;-8.910016;1.;0.;1.;0.
151;153.69933;1.;0.;1.;0.
59;109.04137;1.;0.;1.;0.
39;33.82424;1.;0.;1.;0.
149;179.94649;1.;0.;1.;0.
2;22.980042;1.;0.;1.;0.
76;-44.399258;1.;0.;1.;0.
174;143.67369;1.;0.;1.;0.
33;-0.9497638;1.;0.;1.;0.
63;218.86057;1.;0.;1.;0.
6;4.7530212;1.;0.;1.;0.
