Actual;Prediction;SHAP Precision;SHAP Recall;SHAP Single Explanation Precision;SHAP Single Explanation Recall;LIME Precision;LIME Recall;LIME Single Explanation Precision;LIME Single Explanation Recall;SHAP Supporting Fidelity;SHAP Contrary Fidelity;LIME Supporting Fidelity;LIME Contrary Fidelity
17;7.666666666666667;1.0;0.6;1.0;0.5999999999999999;1.0;0.8;1.0;0.6799999999999999;1.;0.;1.;0.
235;271.0;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.75;1.;0.;1.;0.
154;138.75;1.0;0.8;1.0;0.8;1.0;0.7;1.0;0.74;1.;0.;1.;0.
29;24.83333333333333;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.7875;1.;0.;1.;0.
248;182.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8600000000000001;1.;0.;1.;0.
16;16.5;1.0;0.5;1.0;0.5;1.0;0.625;1.0;0.7;1.;0.;1.;0.
96;87.0;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8666666666666666;1.;0.;1.;0.
360;321.75;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.7777777777777778;1.;0.;1.;0.
7;7.75;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.7625;1.;0.;1.;0.
84;67.25;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.6666666666666666;1.0;0.8;1.;0.;1.;0.
8;5.833333333333333;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.788888888888889;1.;0.;1.;0.
328;344.0;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.6666666666666666;1.0;0.7333333333333334;1.;0.;1.;0.
103;145.5;1.0;0.75;1.0;0.75;1.0;0.625;1.0;0.6875;1.;0.;1.;0.
87;76.75;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.82;1.;0.;1.;0.
131;182.6;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8857142857142858;1.;0.;1.;0.
273;168.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7428571428571429;1.;0.;1.;0.
233;231.66666666666663;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.8444444444444444;1.;0.;1.;0.
221;182.6;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.8142857142857143;1.;0.;1.;0.
340;336.5;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7999999999999999;1.;0.;1.;0.
96;77.66666666666667;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.8400000000000001;1.;0.;1.;0.
93;46.0;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.7571428571428571;1.;0.;1.;0.
255;241.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.788888888888889;1.;0.;1.;0.
23;75.83333333333333;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;1.0;1.0;0.8428571428571429;1.;0.;1.;0.
126;170.5;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.75;1.;0.;1.;0.
156;100.0;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
193;127.25;1.0;0.625;1.0;0.625;1.0;0.75;1.0;0.725;1.;0.;1.;0.
5;6.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7666666666666666;1.;0.;1.;0.
7;24.4;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.8222222222222223;1.;0.;1.;0.
331;140.0;1.0;0.875;1.0;0.875;1.0;0.625;1.0;0.725;1.;0.;1.;0.
166;130.66666666666666;1.0;0.8;1.0;0.8;1.0;0.9;1.0;0.8;1.;0.;1.;0.
211;198.5;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7857142857142858;1.;0.;1.;0.
52;139.6;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.9;1.;0.;1.;0.
5;7.666666666666667;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;1.0;1.0;0.8222222222222223;1.;0.;1.;0.
87;102.6;1.0;0.7272727272727273;1.0;0.7272727272727273;1.0;0.8181818181818182;1.0;0.7636363636363637;1.;0.;1.;0.
28;23.5;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7125;1.;0.;1.;0.
117;114.5;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.7714285714285715;1.;0.;1.;0.
839;802.6666666666666;1.0;0.7272727272727273;1.0;0.7272727272727273;1.0;0.7272727272727273;1.0;0.7363636363636364;1.;0.;1.;0.
71;86.5;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.8428571428571427;1.;0.;1.;0.
55;67.25;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.7666666666666667;1.;0.;1.;0.
198;181.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.7666666666666666;1.;0.;1.;0.
357;344.2;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7888888888888889;1.;0.;1.;0.
36;63.66666666666666;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.8555555555555555;1.;0.;1.;0.
88;129.75;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.7625;1.;0.;1.;0.
163;144.16666666666666;1.0;1.0;1.0;1.0;1.0;0.875;1.0;0.825;1.;0.;1.;0.
22;20.8;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.5714285714285714;1.0;0.7;1.;0.;1.;0.
420;266.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7875;1.;0.;1.;0.
164;135.33333333333334;1.0;0.8;1.0;0.8;1.0;0.7;1.0;0.71;1.;0.;1.;0.
118;95.0;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.7333333333333332;1.;0.;1.;0.
76;102.75;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.76;1.;0.;1.;0.
4;4.166666666666667;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.78;1.;0.;1.;0.
5;3.8333333333333335;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
206;254.5;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7777777777777777;1.;0.;1.;0.
113;73.0;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.75;1.;0.;1.;0.
10;2.333333333333333;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;1.0;1.0;0.8833333333333334;1.;0.;1.;0.
55;49.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.788888888888889;1.;0.;1.;0.
1;1.5;1.0;0.625;1.0;0.625;1.0;0.75;1.0;0.7125;1.;0.;1.;0.
11;11.0;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.5714285714285714;1.0;0.657142857142857;1.;0.;1.;0.
266;257.8333333333333;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;1.0;1.0;0.8111111111111111;1.;0.;1.;0.
21;47.0;1.0;0.625;1.0;0.625;1.0;0.625;1.0;0.725;1.;0.;1.;0.
4;9.166666666666666;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.8111111111111111;1.;0.;1.;0.
487;495.6666666666667;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8428571428571427;1.;0.;1.;0.
285;272.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.775;1.;0.;1.;0.
552;521.0;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.775;1.;0.;1.;0.
232;248.4;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.7;1.;0.;1.;0.
136;141.75;1.0;0.625;1.0;0.625;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
864;878.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7333333333333332;1.;0.;1.;0.
9;4.333333333333333;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.7625;1.;0.;1.;0.
141;397.8;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;1.;0.;1.;0.
596;591.1666666666666;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.775;1.;0.;1.;0.
138;145.0;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.7375;1.;0.;1.;0.
5;4.333333333333333;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8;1.;0.;1.;0.
231;250.5;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.;0.;1.;0.
72;57.0;1.0;0.8;1.0;0.8;1.0;0.7;1.0;0.74;1.;0.;1.;0.
328;286.2;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.75;1.;0.;1.;0.
6;8.0;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.76;1.;0.;1.;0.
209;311.75;1.0;0.6;1.0;0.5999999999999999;1.0;0.7;1.0;0.74;1.;0.;1.;0.
17;40.25;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8142857142857143;1.;0.;1.;0.
235;232.6;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.;0.;1.;0.
59;41.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7625;1.;0.;1.;0.
5;8.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7625;1.;0.;1.;0.
17;37.6;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.7166666666666666;1.;0.;1.;0.
5;4.666666666666667;1.0;0.8;1.0;0.8;1.0;0.7;1.0;0.7300000000000001;1.;0.;1.;0.
331;249.16666666666663;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.725;1.;0.;1.;0.
53;62.0;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.7875;1.;0.;1.;0.
312;274.6666666666667;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.825;1.;0.;1.;0.
173;102.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;1.0;1.0;0.8142857142857143;1.;0.;1.;0.
234;214.8333333333333;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.8333333333333334;1.;0.;1.;0.
175;144.16666666666666;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.75;1.;0.;1.;0.
616;580.3333333333334;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8142857142857143;1.;0.;1.;0.
158;196.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8428571428571427;1.;0.;1.;0.
8;1.6666666666666667;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.7;1.;0.;1.;0.
90;53.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7444444444444444;1.;0.;1.;0.
220;213.5;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.5714285714285714;1.0;0.7;1.;0.;1.;0.
20;18.83333333333333;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.5;1.0;0.5833333333333334;1.;0.;1.;0.
220;267.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8428571428571429;1.;0.;1.;0.
185;238.4;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8714285714285713;1.;0.;1.;0.
602;532.8333333333334;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.6666666666666666;1.0;0.7444444444444445;1.;0.;1.;0.
5;8.0;1.0;0.75;1.0;0.75;1.0;0.625;1.0;0.675;1.;0.;1.;0.
6;8.0;1.0;0.8;1.0;0.8;1.0;0.9;1.0;0.8200000000000001;1.;0.;1.;0.
17;22.8;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.6875;1.;0.;1.;0.
741;643.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7571428571428571;1.;0.;1.;0.
520;400.2;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.7999999999999999;1.;0.;1.;0.
435;367.6666666666667;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.74;1.;0.;1.;0.
150;162.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7666666666666666;1.;0.;1.;0.
488;502.6;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.788888888888889;1.;0.;1.;0.
320;332.3333333333333;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.75;1.;0.;1.;0.
138;152.8;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7999999999999999;1.;0.;1.;0.
124;112.33333333333331;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.7500000000000001;1.;0.;1.;0.
160;182.8;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.6666666666666666;1.0;0.7333333333333334;1.;0.;1.;0.
15;6.2;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7333333333333334;1.;0.;1.;0.
531;505.75;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7285714285714285;1.;0.;1.;0.
480;498.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.6875;1.;0.;1.;0.
35;48.6;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.8857142857142856;1.;0.;1.;0.
5;1.5;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.7375;1.;0.;1.;0.
288;331.0;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.75;1.;0.;1.;0.
781;712.6;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7444444444444444;1.;0.;1.;0.
260;263.5;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.7666666666666667;1.;0.;1.;0.
42;84.5;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.788888888888889;1.;0.;1.;0.
24;13.5;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8714285714285716;1.;0.;1.;0.
40;32.833333333333336;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8142857142857143;1.;0.;1.;0.
53;120.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.7666666666666666;1.;0.;1.;0.
92;103.6;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.7444444444444445;1.;0.;1.;0.
17;17.4;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.725;1.;0.;1.;0.
130;93.5;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8666666666666666;1.;0.;1.;0.
446;346.25;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7333333333333334;1.;0.;1.;0.
5;16.0;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.85;1.;0.;1.;0.
119;107.25;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.875;1.;0.;1.;0.
5;8.0;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.775;1.;0.;1.;0.
5;9.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;1.0;1.0;0.8;1.;0.;1.;0.
192;230.25;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7625;1.;0.;1.;0.
140;131.2;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8428571428571429;1.;0.;1.;0.
6;15.833333333333334;1.0;0.5714285714285714;1.0;0.5714285714285714;1.0;0.7142857142857143;1.0;0.6714285714285715;1.;0.;1.;0.
25;47.0;1.0;0.625;1.0;0.625;1.0;0.875;1.0;0.7625;1.;0.;1.;0.
165;161.33333333333334;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.8888888888888888;1.0;0.7888888888888889;1.;0.;1.;0.
61;57.16666666666666;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7571428571428571;1.;0.;1.;0.
50;25.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;1.0;1.0;0.8857142857142856;1.;0.;1.;0.
3;2.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7555555555555555;1.;0.;1.;0.
4;3.8;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7714285714285714;1.;0.;1.;0.
14;14.5;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;1.0;1.0;0.9333333333333333;1.;0.;1.;0.
151;163.66666666666666;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.72;1.;0.;1.;0.
59;14.75;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8285714285714285;1.;0.;1.;0.
39;39.0;1.0;0.625;1.0;0.625;1.0;0.75;1.0;0.6625;1.;0.;1.;0.
149;146.5;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.72;1.;0.;1.;0.
2;4.333333333333333;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.6428571428571429;1.;0.;1.;0.
76;83.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.8;1.;0.;1.;0.
174;132.5;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.8;1.;0.;1.;0.
33;37.5;1.0;0.8;1.0;0.8;1.0;1.0;1.0;0.9200000000000002;1.;0.;1.;0.
63;344.5;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8833333333333332;1.;0.;1.;0.
6;10.333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.7500000000000001;1.;0.;1.;0.
90;108.0;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.6888888888888889;1.;0.;1.;0.
15;10.5;1.0;0.625;1.0;0.625;1.0;0.75;1.0;0.7625;1.;0.;1.;0.
90;89.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8000000000000002;1.;0.;1.;0.
158;73.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8833333333333332;1.;0.;1.;0.
5;8.0;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.73;1.;0.;1.;0.
7;2.6666666666666665;1.0;0.625;1.0;0.625;1.0;1.0;1.0;0.8375;1.;0.;1.;0.
114;150.66666666666666;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8666666666666666;1.;0.;1.;0.
314;307.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7;1.;0.;1.;0.
113;139.6;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.9000000000000001;1.;0.;1.;0.
230;188.5;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.7499999999999999;1.;0.;1.;0.
207;225.5;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8166666666666668;1.;0.;1.;0.
118;76.75;1.0;0.8;1.0;0.8;1.0;0.6;1.0;0.78;1.;0.;1.;0.
230;248.5;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8875;1.;0.;1.;0.
596;532.8333333333334;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7444444444444445;1.;0.;1.;0.
321;244.5;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.75;1.;0.;1.;0.
285;307.3333333333333;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.75;1.;0.;1.;0.
17;30.166666666666668;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.73;1.;0.;1.;0.
6;7.166666666666667;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.775;1.;0.;1.;0.
282;273.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7888888888888889;1.;0.;1.;0.
177;165.66666666666666;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.6875;1.;0.;1.;0.
424;382.1666666666667;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.72;1.;0.;1.;0.
144;157.6;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7777777777777777;1.;0.;1.;0.
312;306.4;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7428571428571429;1.;0.;1.;0.
32;57.4;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.8333333333333334;1.0;0.7833333333333333;1.;0.;1.;0.
209;185.8333333333333;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.73;1.;0.;1.;0.
7;5.4;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;1.0;1.0;0.8857142857142858;1.;0.;1.;0.
83;152.33333333333334;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.8888888888888888;1.0;0.7222222222222222;1.;0.;1.;0.
90;112.33333333333331;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.75;1.;0.;1.;0.
14;8.666666666666666;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.76;1.;0.;1.;0.
444;355.25;1.0;1.0;1.0;1.0;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
5;7.166666666666667;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.8222222222222222;1.;0.;1.;0.
60;89.5;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8166666666666667;1.;0.;1.;0.
5;5.75;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7333333333333334;1.;0.;1.;0.
54;42.2;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.74;1.;0.;1.;0.
472;446.0;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.85;1.;0.;1.;0.
272;305.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.7857142857142857;1.;0.;1.;0.
108;99.33333333333331;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7555555555555555;1.;0.;1.;0.
74;98.0;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.7625;1.;0.;1.;0.
456;392.5;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.7857142857142858;1.;0.;1.;0.
136;97.4;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.76;1.;0.;1.;0.
26;5.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7375;1.;0.;1.;0.
143;215.5;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.8;1.;0.;1.;0.
163;173.4;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8;1.;0.;1.;0.
388;388.0;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.78;1.;0.;1.;0.
14;17.75;1.0;0.75;1.0;0.75;1.0;1.0;1.0;0.9;1.;0.;1.;0.
184;162.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.7888888888888889;1.;0.;1.;0.
180;176.75;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.6666666666666666;1.0;0.7222222222222221;1.;0.;1.;0.
7;7.666666666666667;1.0;0.6;1.0;0.5999999999999999;1.0;0.8;1.0;0.74;1.;0.;1.;0.
9;13.333333333333334;1.0;0.75;1.0;0.75;1.0;0.625;1.0;0.675;1.;0.;1.;0.
193;197.0;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;1.0;1.0;0.9;1.;0.;1.;0.
374;414.25;1.0;0.875;1.0;0.875;1.0;0.625;1.0;0.7125;1.;0.;1.;0.
247;268.4;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.8111111111111112;1.;0.;1.;0.
209;243.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.8222222222222223;1.;0.;1.;0.
160;222.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;1.0;1.0;0.8714285714285713;1.;0.;1.;0.
328;344.2;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.8111111111111111;1.;0.;1.;0.
290;272.5;1.0;0.5;1.0;0.5;1.0;0.8333333333333334;1.0;0.7999999999999999;1.;0.;1.;0.
359;454.0;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.76;1.;0.;1.;0.
211;193.16666666666663;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7571428571428571;1.;0.;1.;0.
104;153.16666666666666;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.8625;1.;0.;1.;0.
3;3.8333333333333335;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7222222222222222;1.;0.;1.;0.
5;17.25;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.8375;1.;0.;1.;0.
17;10.75;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.8333333333333334;1.0;0.8;1.;0.;1.;0.
37;37.75;1.0;0.75;1.0;0.75;1.0;1.0;1.0;0.8125;1.;0.;1.;0.
31;73.25;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.8142857142857143;1.;0.;1.;0.
217;230.25;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.75;1.;0.;1.;0.
408;395.8;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7666666666666667;1.;0.;1.;0.
572;541.75;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6888888888888889;1.;0.;1.;0.
494;487.75;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.7625;1.;0.;1.;0.
24;34.0;1.0;0.8;1.0;0.8;1.0;1.0;1.0;0.8399999999999999;1.;0.;1.;0.
639;562.2;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7333333333333334;1.;0.;1.;0.
810;753.5;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.73;1.;0.;1.;0.
90;78.16666666666667;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
279;266.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7222222222222221;1.;0.;1.;0.
32;35.333333333333336;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.7625;1.;0.;1.;0.
299;282.1666666666667;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.78;1.;0.;1.;0.
143;154.8;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8;1.;0.;1.;0.
